date,text
2020-12-21,"#Люди_ИТИС
💥Преподаватель ИТИС Роман Лавренов стал лучшим молодым преподавателем 2020 года с инновационным проектом по изучению программирования роботов.
Конкурс «Лучший молодой преподаватель – 2020» проводился в трех турах. В одном из которых участники готовили портфолио и описание проекта, включающего разработку и внедрение в учебной процесс инновационных образовательных технологий. 
Роман Лавренов представил онлайн курс, где студенты сначала изучают ROS (фреймворк для моделирования и программирования реальных роботов и в симуляции), потом используют его в симуляционных задачах и после этих этапов отрабатывают материал на реальных устройствах. Аналогов такому курсу в России больше нет пояснил Роман. 
#ИТИС #КФУ #ЛИРС
https://kpfu.ru/itis/sotrudnik-laboratorii-intellektualnyh-397917.html"
2020-12-18,"Сотрудник ПрофКома - Камиль, провел Блиц-Интервью с одним из наших героев Спартакиады, Айшатом Закировым, который занял 2е место в личном зачете по шахматам.

Каково это - быть шахматистом и как наши студенты относятся к Михаилу Михайловичу Абрамскому!
Предлагаем ознакомиться)"
2020-12-18,"Ура и Виват нашим ИТИСовским студентам! 
 
Мы поем дифирамбы нашим спортсменам и участникам Онлайн –Спартакиады, в которой ИТИС занял второе место в общем зачете КФУ. 
 
Соревнования проходили по 6ти видам спорта, среди которых также был и чемпионат по DOTA2. 
Шахматы, в которые наши ребята вошли триумфальной поступью, шашки, Квиз-соревнование, физра на удаленке. 
Было интересно. 
Наши ребята заняли в общих зачетах следующие места: 
 
- Шахматы. 1 место! 
- Шашки. 2е место! 
- Квиз. 2е место! 
И в других дисциплинах наши ребята показали себя отлично) 
Что позволило нам занять 2е место в общем зачете) Чествуем наших героев. 
Гордимся, радуемся, и уже заказали пару бюстов их гордых лиц. 

P. S. Ребята, мы хотели написать имя каждого нашего героя в отдельности, но решили, что счастливое лицо Айсылу Наримовны скажет все само за себя! 
Спасибо Вам!"
2020-12-18,"Хочешь освоить новую профессию в новом году? Думаешь об удаленной работе? 
Мы начинаем набора на курс ""Специалист по тестированию программного обеспечения"". Старт курса 16 января 2021
Работа тестировщиком подойдёт тем, кому: 
• Хочется работать из дома (при желании можно и в офисе); 
• Хочется за работу за компьютером получать от 150 до 500 рублей в час и более; 
• Не хочется заниматься продажами, рассылкой и т.п. 
• Доставляет удовольствие доводить всё до совершенства 
• Хочется постоянно расти профессионально 
• Хочется общаться с ""компьютерщиками"" на короткой ноге 
• Хочется понимать шутки про баг и фичу ;) 
Многие мамы, находясь в декретном отпуске, задумываются о возможности работать из дома, а некоторые и о смене специальности в целом. 
Преподаватель Алиса Родионова - главный эксперт отдела разработки Банка России, преподаватель ИТИС, преподаваемая дисциплина «Методы верификации и тестирование программного обеспечения», аспирантка КФУ. 
На этом курсе она поделится своим опытом работы в IT сфере, расскажет о том, что такое Тестирование ПО, и почему это может подойти людям без технического образования. Поговорите о возможностях удалённой работы, и конечно же вы освоите новую профессию тестировщика программного обеспечения. Оказываем помощь в трудоустройстве у компаний партнёров Института ИТИС 
📌Регистрируйтесь на курс по ссылке - https://itiskfu.timepad.ru/event/1297635/ 
📝Контакты для связи: 
8 (843) 221-34-33 доб. 12 i_maksimova@it.kfu.ru (в теме письма укажите название курса)
#ИТИС #КФУ #ТестировщикПО"
2020-12-17,"Каким был этот год и каким будет следующий? 
Михаил Абрамский принял участие в итоговом заседании дискуссионного телевизионного клуба"
2020-12-17,Запись конференции Java & .NET Day ONLINE 2020 на нашем YouTube канале✨
2020-12-15,"👨‍🎓👩‍🎓Команды Казанского федерального университета успешно выступили на Онлайн финале чeмпионата Северной Евразии по программированию NEF ICPC 2020(полуфинале чемпионата мира по программированию ICPC 2020-2021), который прошел 13 декабря 2020 года. Одна из команд (Kazan Federal University 2), в составе которой выпускник ИТИС Максим Ягафаров, вошла в топ-50 лучших команд и прошла на очный этап финала Северной Евразии, где поборется за путевку на финал чемпионата мира. 
А команда Kazan Federal University 4, где участвовали студенты ИТИС Тимур Бикмуллин и Алмаз Мусин завоевали Дипломы III степени. 
Поздравляем!!!💥
https://kpfu.ru/itis/studenty-itis-stali-diplomantami-onlajn-finala.html"
2020-12-15,Поздравляем старшего преподавателя кафедры интеллектуальной робототехники ИТИС Романа Лавренова с успешной защитой!🥳
2020-12-11,"💫Проект ИТИС в топе 50 лучших инновационных идей для Татарстана.
Накануне в ГТРК «Корстон» прошла торжественная церемония награждения победителей XVI республиканского конкурса «50 лучших инновационных идей для Республики Татарстан».
Казанский Федеральный университет представил на конкурс более 100 различных проектов. Победителем, среди которых, в том числе, стал проект Digital Media Lab ИТИС «Веб-конструктор 3D онлайн-выставок». Он был отмечен в номинации от ПАО «АК БАРС» БАНК 
Награду получала доцент кафедры программной инженерии, руководитель лаборатории DML ИТИС Влада Кугуракова, которая к слову сегодня отмечает свой день рождения. Поздравляем с победой в конкурсе и с днём рождения! 💐
https://kpfu.ru/itis/proekt-itis-v-tope-50-luchshih-innovacionnyh.html
#ИТИС #КФУ #DML #AR #VR"
2020-12-08,"📽Вышло долгожданное продолжение программы ""Мастера"" про [club147561267|Лабораторию интеллектуальной робототехники] ИТИС. 
Робот на видео, наш любимый ROBOTIS-OP-2 или просто «Дарвин». Это робот-помощник, футболист, преподаватель английского в детском саду и просто настоящий полиглот. Еще вы познакомитесь и с другим нашим роботом, который обладает компьютерным зрением. 
В новой серии мы рассказали о состоянии профильной отрасли в России, а также о том, из кого должна состоять команда робототехников, чтобы правильно запрограммировать робота, какие дисциплины должен знать студент, чтобы успешно создавать новые алгоритмы и что такое социальная робототехника. 
Приятного просмотра! 
В съемках приняли участие: Евгений Магид - руководитель ЛИРС, Арина Котик – лаборант ЛИРС, Роман Лавренов - старший преподаватель кафедры интеллектуальной робототехники ИТИС КФУ
#ИТИС #КФУ #Мастера #ГТРКТатарстан #ЛИРС 
https://www.youtube.com/watch?v=ZvVZ2sDR83o&t=119s"
2020-12-07,"📸Перед выходными прошло награждение победителей и призеров фотоконкурса ""Образ Победы в объективе"" посвященного 75-летию Победы в Великой Отечественной войне 1941–1945 гг.
Жюри оценивало соответствие работы теме фотоконкурса, общее восприятие, художественный уровень произведения, оригинальность идеи и содержание работы, а также технику и качество исполнения. Помимо фотографий, участники присылали описание фотоработы, включающее в себя описание места и непосредственного события, изображённого на фото.
В этом конкурсе студенты ИТИС взяли сразу несколько призовых мест среди 817 работ.
Алексей Дьяконов (2 курс) - 3 место, 
Расул Ахмеров (2 курс) - 1 место 
Алия Бадыгова (4 курс) - 1 место
Поздравляем!!!💥"
2020-12-07,"Вот это новости! Барух Садогурский на конференции Java & .NET Day 2020 
Уже 10 декабря!"
2020-12-03,"Следующий участник Java & .NET Day 2020 компания ""БАРС Груп"""
2020-12-01,"#Люди_ИТИС
Сотрудник [club147561267|ЛИРС] [club9722|КФУ] Роман Лавренов был награжден грантом на реализацию проекта «Автономное возвращение мобильных робототехнических устройств» на X Республиканском молодежном форуме ""Наш Татарстан. Территория возможностей"" из рук Президента Республики Татарстан Рустама Минниханова. 
Поздравляем!✨
#ИТИС #КФУ #ЛИРС #НашТатарстан #робототехника
https://kpfu.ru/itis/sotrudnik-laboratorii-intellektualnyh-396667.html"
2020-12-01,Новый день - новый спикер Java & . NET Day 2020
2020-11-30,❗Начинаем анонсировать программу Java & . NET Day 2020
2020-11-29,"📺А вот и первый выпуск программы ""Мастера"" с участием Лаборатории интеллектуальных робототехнических систем ИТИС [club9722|КФУ]
Где они рассказали о том, какие в лаборатории есть роботы и что они умеют, о самых популярных в мире роботах, которые есть почти у каждого, о том какие профессии роботы смогут в будущем освоить и, конечно, о том, как ""воспитывать"" роботов, чтобы нам не грозил захват мира ""злым"" искусственным интеллектом. 
Но и это еще не всё. Продолжение смотрите в следующую субботу на т\к Россия - 1(ГТРК «Татарстан») в 8.30 или на их YouTube канале. Кстати, в своей группе мы тоже выложим, следите за новостями. 
В съемке приняли участие - руководитель лаборатории Евгений Магид, научный сотрудник Рамиль Сафин и лаборант Артур Хазетдинов. 
#ИТИС #КФУ #Мастера #ГТРКТатарстан #ЛИРС
https://www.youtube.com/watch?v=Abh5qApsMfE"
2020-11-24,"Уже завтра состоится интересная встреча в рамках проекта Школа it-специалистов, где вы получите ответы на многие вопросы.👏🏼 
❗❗❗Самые активные студенты, которые привлекут к участию в проекте более 40 студентов, получат в подарок гаджет🔥
Встречаемся завтра в 12.00 https://sberbank.zoom.us/j/6570633110?pwd=QnFLOEVWV3lGRGR0aUJPMHBrUnp3Zz09"
2020-11-24,Поздравляем команду ИТИС с победой в шахматном турнире!💥
2020-11-24,"📚Казанский университет приглашает команды университетов Поволжья и других регионов принять участие в Открытой Поволжской математической олимпиаде студентов. 
📍Регистрация продлится до 30 ноября 12:00 (мск)
Вступительный взнос не предполагается.
📍Сама олимпиада пройдет 1 декабря 2020 г.
Начало Олимпиады в 10:00 (мск), окончание в 13:30 (мск).
Это отличный шанс проявить себя, ведь в правилах приема в магистратуру К(П)ФУ на 2020/21 учебный год ""победители Открытой Поволжской математической олимпиады студентов, проводимой КФУ, могут быть приравнены к лицам, получившим максимальные баллы по результатам вступительных испытаний на программы магистратуры, соответствующие направлениям Олимпиады"".
--------
📌Адрес в интернете: https://lobachevolymp.kpfu.ru 
📌Электронная почта оргкомитета: lobachevolymp@mail.ru
📌Полные правила: https://kpfu.ru/lobachevolymp/2020
📌Регистрация на сайте: https://kpfu.ru/lobachevolymp
--------
Телефоны: 
+7(917)926-89-75 – пред. оргкомитета профессор Семен Рафаилович Насыров; 
+7(917)282-63-83 – зам. пред. оргкомитета доцент Валентина Алексеевна Сочнева; 
+7(843)292-72-79 – дирекция ИММ им. Н.И.Лобачевского КФУ."
2020-11-23,Поздравляем с почётным местом в финале «Интеллектуальных боев-2020» студентов ИТИС 💥
2020-11-19,"#Люди_ИТИС
👨‍🎓О возможностях дистанционного образования, новой онлайн этике, об изменениях в обучении в постковидную эпоху, а также о том, как может выглядеть расписание занятий и могут ли быть «несвободные» аудитории, когда ты онлайн, рассказал в вечерней программе третьего дня научно-популярного проекта «PROНаука в КФУ» директор ИТИС Михаил Абрамский. Кстати, в конце он «нарисовал» портрет будущего цифрового студента и преподавателя. Ставьте лайк, если узнали себя после прослушивания лекции «Хаос – это лестница». О последствиях последствий пандемии и новых перспективах для образования» 
#ИТИС #КФУ #МихаилАбрамский #PROНаука
https://vk.com/feed?list=group-35488145&section=notifications&w=wall-9722_34203&z=video-9722_456239410%2F657b2fbdffd931671e%2Fpl_post_-9722_34203"
2020-11-19,"🎬На днях в Лаборатории интеллектуальных робототехнических систем ИТИС прошли съемки для цикла программ, рассказывающих о профессиях будущего, современных технологиях, цифровизации и IT-сфере, на канале «Россия-1» (ГТРК «Татарстан»). 
Руководитель ЛИРС профессор Евгений Магид рассказал проекту о лаборатории, программе магистратуры «Интеллектуальная робототехника», а еще сотрудники лаборатории продемонстрировали возможности роботов. 
Ждём премьеру программы!✨ 
#ИТИС #КФУ #Мастера #ГТРКТатарстан 
https://kpfu.ru/main_page?p_cid=395429&p_view=1&p_random=607
https://www.youtube.com/c/%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B0%D1%82%D0%B2/featured"
2020-11-18,"🏛С днем рождения, [club9722|Казанский университет]! 
Сегодня ты празднуешь своё 216-летие со дня основания и свое 10-летие в статусе федерального! Гордимся быть частью одного из лучших вузов мира, который из года в год показывает выдающиеся результаты научных достижений на международных площадках, сохраняет высочайших уровень образования и объединяет в своих стенах людей из разных уголков планеты! Эта неповторимая атмосфера соединения истории и передовых технологий заставляет тысячи людей ежегодно выбирать именно Казанский федеральный! 
Поздравляем всех студентов, магистрантов, аспирантов, сотрудников и выпускников вуза с этим праздником!💫"
2020-11-11,"💫Приглашаем всех на ""Ночь после н.э."" В прямом эфире выступит директор ИТИС Михаил Абрамский а также с лекцией  “Большие Данные — Большой Хаос?”  старший преподаватель кафедры программной инженерии, Data Architect Азат Якупов."
2020-11-06,"📍Лаборатория интеллектуальных робототехнических систем ИТИС [club9722|КФУ] выступила на торжественной церемонии открытия XIV Ассамблеи Русского мира.
Тема XIV Ассамблеи ""Русский мир онлайн"" привела организаторов Ассамблеи к идее, что, когда человечество начинает осязать новые реалии цифровой революции в контексте выступлений должен быть услышан элемент технологичности. Поэтому профессор Евгений Магид, как один из ведущих ученых в области робототехники и искусственного интеллекта и руководитель одной из наиболее оснащенных современными робототехническими системами лабораторий России, был приглашен для выступления на Ассамблее. 
Видео-приветствие было записано с использованием роботов Robotis DARwin OP2 и KUKA KR 3R540, как символов технологичного, быстро развивающегося в условиях цифровизации, мира. 
#ЛИРС #ФондРусскиймир #XIVАссамблеяРусскогоМира #ИТИС #КФУ
https://kpfu.ru/itis/vystuplenie-lirs-na-torzhestvennom-otkrytii-xiv.html
https://www.youtube.com/watch?v=UdBsbPq_uVw&feature=youtu.be
https://www.youtube.com/watch?v=M6xPNH7B4gE"
2020-11-06,"🎮Руководитель Digital Media Lab ИТИС Влада Кугуракова и аспирантка ИТИС Гульнара Сахибгареева станут участниками форума ""Образование в игровой индустрии"", который организует Ассоциация Разработчиков Игр России уже в эти выходные (7-8 ноября)
На круглом столе они обсудят с коллегами подготовку и переподготовку преподавательского состава, а также государственную поддержку образования в игровой индустрии в России.
Переходите по ссылке, регистрируйтесь и присоединяйтесь к интересному разговору🧩
#ИТИС #АРИ #DML #КФУ
https://edu-gamedev.wnhub.io"
2020-11-06,"💫Старший преподаватель кафедры программной инженерии и руководитель лаборатории мобильных разработок ИТИС [club9722|КФУ] [id29029005|Ирина Шахова] попала в топ-20 участников, принятых на обучение по программе профессиональной переподготовки «Машинное обучение для преподавателей вузов» от Высшей школы экономики.
В новом материале на нашем сайте Ирина Шахова делится ожиданиями от предстоящей учёбы
#ИТИС #ИринаШахова #НИУВШЭ #Машинноеобучениедляпреподавателейвузов #Люди_ИТИС
https://kpfu.ru/itis/prepodavatel-itis-irina-shahova-proshla-395087.html
https://mnmc.hse.ru/retraining"
2020-11-05,"🏛На днях агентство Times Higher Education опубликовали новые предметные рейтинги высших учебных заведений. КФУ впервые вошёл в предметный рейтинг Times Higher Education «Сomputer science» на позицию 601-800. 
Наш институт внес свою часть в это достижение, продемонстрировав высокие наукометрические показатели (количество статей, среднее взвешенное цитирование и процент международной коллаборации в публикациях) по данной области, что является существенной частью общей оценки рейтинга. В то же время в продвижение в рейтинге внесли свой неоценимый вклад и другие институты КФУ. 
Также ИТИС показал неплохие показатели по публикационной активности и ряде других предметных областей, в частности предметных рейтингах “Инжиниринг и технологии” и “Медицина”. Это большой научных групп нашего института в частности, занимающихся междисциплинарными исследованиями.
#ИТИС #КФУ #TimesHigherEducation #ComputerScience
https://kpfu.ru/itis/itis-vnes-znachimyj-vklad-v-popadanie-kfu-v-395078.html"
2020-11-04,"Казанский федеральный университет запустил конкурс “Мой уникальный федеральный”! 
 
В этом году КФУ отмечает важную дату — 10 лет присвоения вузу статуса федерального. В связи с этой важной датой университет проводит конкурс “Мой уникальный федеральный”. К участию приглашаются сотрудники, выпускники и студенты университета. 
 
Чтобы принять участие в конкурсе, необходимо с 26 октября по 23 ноября 2020 года разместить в своем личном аккаунте в Instagram, Tik Tok или YouTube-канале информацию о КФУ, подкрепив ее фото или видео. Участникам предлагается рассказать об интересном, необычном месте университета, где они получали знания, работают или двигают науку вперед. Важно использовать хештеги #Мойуникальныйфедеральный и #10летКФУ. Приветствуется креативный подход к выполнению задания. 
 
25 ноября будут объявлены имена 3 победителей в каждой категории: “Студенты”, “Сотрудники” и “Выпускники”. Они получат призы: 
 
1 место — денежный приз 5 000 рублей 
 
2 место — денежный приз 3 000 рублей 
 
3 место — свитшот с логотипом КФУ 
 
С положением конкурса можно ознакомиться по ссылке: https://vk.com/kazan_federal_university?w=wall-9722_33779 
 
Рассказывайте о своих любимых местах в КФУ и выигрывайте!
#ИТИС #КФУ #Мойуникальныйфедеральный #10летКФУ"
2020-11-04,Внимание! Начался отборочный этап Межрегиональных предметных олимпиад КФУ. Скорее регистрируйтесь и получите шанс заработать дополнительные баллы к ЕГЭ!
2020-11-02,"🥇С опозданием в тысячелетие поздравляем нашу аспирантку [id66152799|Гульнару Сахибгарееву] с победой в [club87488544|Science Slam Kazan] 
Гульнара занимается разработкой сценарных прототипов видеоигр в Digital Media Lab ИТИС и заслужено стала лидером зрительских симпатий с выступлением на тему «Игры из текста» на Science Slam. 
О чём она рассказала зрителям, кто были другие пять слэмеров и почему в этот раз турнир смогли посмотреть больше 72 000 человек читайте в материале на нашем сайте.
Кстати, там еще и бонус есть в конце - топ любимых игр Гульнары Сахибгареевой.🧩
#ИТИС #КФУ #DML #ScienceSlamKazan
https://kpfu.ru/itis/igry-iz-teksta-394964.html"
2020-11-02,"⛹‍♂Спортивный праздник прошёл в ИТИС 
На днях, при соблюдении всех мер безопасности, в КСК КФУ «УНИКС», прошел спортивный турнир среди студентов ИТИС. Были организованы команды по волейболу, стритболу, футболу и шахматам. Поздравляем ребят с успешным проведением своего собственного спортивного мероприятия!
#ИТИС #КФУ 
https://vk.com/album-35488145_275490861"
2020-10-30,"Айрат Хасьянов в гостях подкаста наших партнеров компании Технократия рассказал о том как и почему появился ИТИС, как это помогло утолить кадровый голод ИТ-компаний в начале 2010-х, а также о том, как сейчас обстоят дела в профильной сфере и в ИТ-образовании.
https://vk.com/video-32159506_456239046?list=14f716de124cc86e59"
2020-10-30,"Наши коллеги из Института геологии и нефтегазовых технологий КФУ организуют программы профессиональной переподготовки,которые студенты могут пройти параллельно основному образованию дистанционно по специальной цене и получить профессию в нефтегазовой отрасли, а также еще один диплом Казанского федерального университета.
🔔Не упусти возможность освоить новую профессию, получить диплом Казанского федерального университета и трудоустроиться по своей специальности в компанию топливно-энергетического комплекса! 
 
❗ТОЛЬКО с 1.08.2020 до 31.12.2020 СПЕЦИАЛЬНАЯ ЦЕНА для студентов вузов, колледжей и техникумов на любую программу профессиональной переподготовки! 
 
📕Получи дополнительное профессиональное образование полностью дистанционно параллельно основному по новому профилю и работай по своей специальности (экономистом, финансистом, физиком, химиком, переводчиком, международником, инженером или айтишником) в нефтегазовой отрасли! Или освой новую профессию! 
 
🏫 Центр дополнительного образования Института геологии и нефтегазовых технологий предлагает программы профессиональной переподготовки: 
◾ «Нефтегазовое дело» 
◾«Гидродинамическое моделирование для оптимизации системы разработки месторождения, повышения нефтеотдачи и снижения затрат» 
◾«Геология и геохимия нефти и газа» 
◾«Геофизика: Геофизические исследования скважин» 
◾«Геофизика: Сейсморазведка» 
◾ «Геофизика: Геонавигационное сопровождение в процессе бурения» 
◾«Бурение нефтяных и газовых скважин» (совместно с компанией ""Миррико"") 
◾ «Инженерная геология и гидрогеология» 
◾«Инженерно-геологические изыскания в строительстве» 
◾«Маркшейдерское дело» 
◾«Геодезия» 
◾«Стандартизация и Метрология. Прием, хранение и отгрузка нефти и нефтепродуктов» (программа реализуется совместно с ВНИИР - филиалом ФГУП ""ВНИИМ им.Д.И. Менделеева"") 
◾«Техносферная безопасность» 
 
🎁 В ПОДАРОК ты получишь дистанционную программу «Английский язык для профессионального общения в нефтегазовой отрасли» 
 
Узнать подробнее и подать заявку можно на сайте:
https://cdogeo.kpfu.ru/spetsialnaya-tsena-dlya-studentov-vuzov-kolledzhej-i-tehnikumov/"
2020-10-23,"👥Кураторство – важный элемент студенческой жизни
В ИТИС на ряду с наставниками от студентов, академические группы имеют возможность получать поддержку от сотрудника института, закрепленного за каждой из них. Совсем недавно состоялись очередные встречи кураторов ИТИС со своими студентами.
Как работает кураторство, почему это важно и как развивается институт наставничества в ИТИС читайте на нашем сайте по ссылке, а еще смотрите фотографии и находите себя😉
#ИТИС #КФУ #институткураторстваКФУ
https://kpfu.ru/itis/kuratorstvo-ndash-vazhnyj-element-studencheskoj.html"
2020-10-22,"📈Как расшифровывать цифры, чтобы сделать образование современным, эффективным и персонализированным
Пандемия коронавируса во многом изменила подходы к устройству образовательного процесса, в том числе и в Казанском федеральном университете. Очень быстро произошло внедрение цифровых ресурсов для студентов. Дистанционное образование стало более распространённым явлением, а иногда и единственным способом для продолжения учёбы, в частности для иностранных студентов. Поэтому сейчас как никогда актуален вопрос о его эффективности. 
💬О том как важно уметь получать сведения из данных и делать на их основе выводы про образовательный процесс, про результаты обучения, про самих студентов рассказал на секции «Learning from the data» форума Times Higher Education директор ИТИС Михаил Абрамский

#ИТИС #КФУ #THE #TheDigitalTransformationForum #TimesHigherEducation

https://kpfu.ru/itis/kak-rasshifrovyvat-cifry-chtoby-sdelat-394629.html"
2020-10-21,"#ИТИС_абитуриент2021
Мы знаем, что вы ждали встречи!
30 октября (пятница) увидимся с вами на Дне открытых дверей ""Программная инженерия"". 
📌16:00 бакалавриат 
📌 17.00 магистратура 
В этот раз мы сможем лично пообщаться, но если вам удобнее будет слушать и видеть нас из дома, то мы будем вести прямой эфир в Инстаграм аккаунте ИТИС - [club35488145|@itis_kfu] 
А оффлайн встреча пройдет по адресу - Кремлевская, 35, 13 этаж, аудитория 1310 
#ИТИС_абитуриент2020 #ИТИС_абитуриент #бакалавриат_ИТИС #магистратура_ИТИС #ITISinternational #AR #VR #программнаяинженерия #КФУ #ИТИС #робототехника #robotics #fintech"
2020-10-20,"🍂На днях студенты ИТИС приняли участие во всероссийской акции по уборке берегов «Вода России». 
Берег реки Казанки (в районе Адмиралтейской слободы) добровольцы института очищали в числе других двухсот волонтеров в течение 3-х часов. Среди участников — блогеры, активисты республиканской молодежной общественной организации «Будет Чисто», сотрудники Министерства экологии и природных ресурсов Республики Татарстан.
Молодцы!🍁
Фото: Азат Гилязов ( [club153470393|ITIS media] ) 
https://kpfu.ru/main_page?p_cid=394555&p_view=1&p_random=810"
2020-10-20,"💫ИТИС станет участником The Digital Transformation Forum, который пройдет 21 октября на платформе iVent
В онлайн-форуме по цифровой трансформации примут участие более 1500 ученых и специалистов в области цифровых технологий из разных стран. Мероприятие организовано совместно с компанией Times Higher Education в партнерстве с Казанским федеральным университетом. 
Во время работы сессий ученые и специалисты в области цифровых технологий из разных стран обсудят вопросы трансформации образования и науки в условиях новой реальности. 
💬Спикером одной из секций будет директор ИТИС Михаил Абрамский
https://www.timeshighereducation.com/forums/digital/2020/speakers/
🆓Участие в форуме бесплатное, необходима регистрация по ссылке https://thedigtrans.online-event.co/registration/digital-transformation-forum-2

#ИТИС #КФУ #TheDigitalTransformationForum
https://kpfu.ru/itis/itis-stanet-uchastnikom-the-digital-394551.html"
2020-10-20,Директор ИТИС Михаил Абрамский накануне выступил перед лицеистами КФУ с очень важной темой для начинающих ИТ-специалистов. Он рассказал как найти себя в профессии и состояться в цифровую эпоху.
2020-10-19,"Новая нормальность, Карл! 
Наши коллеги из Институт управления, экономики и финансов КФУ проведут ежегодную анти-конференцию MARX FEST с 21 по 23 октября. 
 
Главная идея этого года — новая нормальность. 2020-й выдался тем еще испытанием, всё не так, как должно было быть. И в мире, и в экономике, и в нас. 
И это нормально! 
Поэтому мы будем обсуждать, как сохранить себя, бизнес и здравый смысл в эпоху перемен. 
 
Впервые проект будет реализован полностью онлайн в формате трёхдневного марафона в telegram-канале и прямыми эфирами со спикерами в Instagram и Zoom. 
Каждый зарегистрированный участник будет отражён в общем рейтинге, получит баллы за выполнение заданий и публикации в соцсетях, а лучшие будут награждены призами. 
 
MARX FEST — это открытая образовательная и научная площадка. Никаких скучных докладов, бесконечных слайдов с графиками и портянок с цифрами. Это живое общение на острые темы, без прикрас, это десятки лайфхаков и живых историй от действующих бизнесменов и топ-менеджеров крупных компаний, которые делятся реальными знаниями, о которых не прочтешь в учебнике. Посмотреть как прошла анти-конференция в 2018-ом можно тут, а в 2019-ом — тут. 
 
21, 22 и 23 октября — скажи свое слово в революции сознания и заработай свой первый капитал своими мозгами. 
 
Больше подробностей в аккаунтах ИУЭФ в соцсетях: 
https://www.instagram.com/iuef_official 
https://vk.com/iuefkfu 
 
Для участия подпишитесь на telegram-канал проекта: 
https://t.me/marxfest"
2020-10-19,"В выходные студенты первого курса ИТИС посетили школу актива от Профкома КФУ «Молодые лидеры Федерального». Что нового узнали ребята — в статье по ссылке. 

https://vk.com/@itis_media-shkola-aktiva-2020
#ИТИС #КФУ #школаактива2020 #профкомКФУ #молодыелидерыФедерального"
