text,target
"['в', 'время', 'один', 'из', 'лекция', 'по', 'русский', 'литература', 'который', 'набоков', 'читать', 'в', 'корнелльский', 'университет', 'владимир', 'владимирович', 'выключить', 'весь', 'свет', 'и', 'закрыть', 'ставень', 'в', 'аудитория', 'стать', 'совсем', 'темно', 'это', 'сказать', 'набоков', 'после', 'недолгий', 'пауза', 'включить', 'один', 'светильник', 'это', 'пушкин', 'это', 'и', 'он', 'зажечь', 'лампочка', 'в', 'друг', 'угол', 'это', 'гоголь', 'это', 'набоков', 'включить', 'настольный', 'лампа', 'это', 'чехов', 'а', 'вот', 'это', 'при', 'этот', 'слово', 'набоков', 'открыть', 'настежь', 'всё', 'окно', 'так', 'что', 'помещение', 'залить', 'зелёный', 'свет', 'после', 'это', 'комната', 'заполнить', 'пение', 'на', 'неизвестный', 'язык', 'и', 'боль']",jumoreski
"['хоронить', 'твиттер', 'два', 'активист']",jumoreski
"['царь', 'позвать', 'к', 'себя', 'иванушкудурак', 'и', 'говорить', '–', 'если', 'завтра', 'не', 'принести', 'два', 'говорящий', 'птица', '–', 'голова', 'срубить', 'иван', 'принести', 'петух', 'и', 'воробей', 'царь', 'говорить', '–', 'ну', 'пусть', 'чтонибыть', 'сказать', 'иван', 'спрашивать', '–', 'воробей', 'почём', 'ранний', 'ребёнок', 'на', 'чёрный', 'рынок', 'быть', 'воробей', '–', 'чирика', 'иван', 'петух', '–', 'а', 'ты', 'петух', 'подтвердить', 'петух']",jumoreski
"['бизнесмен', 'неверно', 'настроить', 'случайно', 'привязать', 'карточка', 'с', 'весь', 'свой']",jumoreski
"['набить', 'мужик', 'а', 'она', 'он', 'как', 'раз']",jumoreski
"['антон', 'павлович', 'чехов', 'собрание', 'рассказ', 'в', 'один']",jumoreski
"['в', 'время', 'один', 'из', 'лекция', 'по', 'литература', 'который', 'набоков', 'читать', 'в', 'корнелльский', 'университет', 'владимир', 'владимирович', 'выключить', 'весь', 'свет', 'и', 'закрыть', 'ставень', 'в', 'аудитория', 'стать', 'совсем', 'темно', 'это', 'сказать', 'набоков', 'после', 'недолгий', 'пауза', 'включить', 'один', 'светильник', 'это', 'простой', 'деревенский', 'туалет', 'когда', 'у', 'дядя', 'пройти', 'это', 'и', 'он', 'зажечь', 'лампочка', 'в', 'друг', 'угол', 'это', 'яма', 'на', 'фестиваль', 'нашествие', 'это', 'набоков', 'включить', 'настольный', 'лампа', 'это', 'в', 'больница', 'в', 'время', 'вспышка', 'а', 'вот', 'это', 'при', 'этот', 'слово', 'набоков', 'открыть', 'настежь', 'всё', 'окно', 'так', 'что', 'помещение', 'залить', 'свет', 'это', 'аниме']",jumoreski
"['от', 'этот', 'шутка']",jumoreski
"['здесь', 'вы', 'не', 'курорт', 'молоток', 'я', 'в', 'зад', 'это', 'я', 'на', 'стол', 'даже', 'из', 'такой', 'дегенерат', 'как', 'вы', 'делать', 'настоящий', 'человек', 'трахнуть', 'в', 'зад', 'ты', 'я', 'понять', 'вы', 'что', 'думать', 'с', 'вы', 'здесь', 'быть', 'нянчиться', 'дело', 'я', 'в', 'я', 'лично', 'быть', 'выбивать', 'вы', 'из', 'башка', 'штраф', 'я', 'на', 'вы', 'здесь', 'чтобы', 'защищать', 'государство', 'а', 'не', 'валять', 'это', 'ванька', 'всё', 'понятно', 'весь', 'база', 'я', 'куда', 'вы', 'в', 'поп', 'ты', 'на', 'ушко', 'сказать', 'куда', 'я', 'это', 'законодательство', 'в', 'поп', '100', 'вне', 'очередь', 'за', 'что', 'посмотреть', 'на', 'себя', 'зелёный', 'женоподобный', 'безмозглый', 'щенок', 'гавгать', 'к', 'мамочка', 'небось', 'хотеть', 'домой', 'сися', 'хотеть', 'а', 'кто', 'гражданин', 'быть', 'я', 'дядя', 'петя', 'тётя', 'мотя', 'скоро', 'вы', 'стать', 'юрист', 'российский', 'федерация', 'а', 'она', 'сделать', 'человек', 'даже', 'из', 'такой', 'как', 'ты']",jumoreski
"['сержант', 'прибегать', 'к', 'прапорщик', 'товарищ', 'прапорщик', 'солдат', 'в', 'казарма', 'трахать', 'табуретка', 'нужно', 'чтоть', 'делать', 'разъярённый', 'прапорщик', 'врываться', 'в', 'казарма', 'и', 'весь', 'строить', 'нук', 'сволочь', 'кто', 'трахать', 'табуретка', 'шаг', 'вперёд', 'из', 'строй', 'выйти', 'всё']",jumoreski
"['на', 'вопрос', 'вилка', 'в', 'глаз', 'или', 'в', 'жопа', 'раз', 'духёкай', 'сиримэ', 'растеряться']",jumoreski
"['why', 'we', 'still', 'here', 'just', 'to', 'рядовой', 'табуретка', 'хуйня']",jumoreski
"['консультант', 'почему', 'мой', 'телефон', 'пахнуть', 'грязный', 'мужской', 'ладный', 'хоть', 'не']",jumoreski
"['в', 'время', 'один', 'из', 'лекция', 'по', 'русский', 'литература', 'который', 'набоков', 'читать', 'в', 'корнелльский', 'университет', 'владимир', 'владимирович', 'выключить', 'весь', 'свет', 'и', 'закрыть', 'ставень', 'в', 'аудитория', 'стать', 'совсем', 'темно', 'это', 'сказать', 'набоков', 'после', 'недолгий', 'пауза', 'включить', 'один', 'светильник', 'это', 'пушкин', 'это', 'и', 'он', 'зажечь', 'лампочка', 'в', 'друг', 'угол', 'это', 'гоголь', 'это', 'набоков', 'включить', 'настольный', 'лампа', 'это', 'чехов', 'а', 'вот', 'это', 'при', 'этот', 'слово', 'набоков', 'открыть', 'настежь', 'всё', 'окно', 'так', 'что', 'помещение', 'залить', 'фиолетовый', 'свет', 'это', 'анекдот', 'про', 'поручик', 'ржевский']",jumoreski
"['в', 'время', 'один', 'из', 'лекция', 'по', 'музыка', 'который', 'набоков', 'читать', 'в', 'корнелльский', 'университет', 'владимир', 'владимирович', 'выключить', 'весь', 'свет', 'и', 'закрыть', 'ставень', 'в', 'аудитория', 'стать', 'совсем', 'темно', 'это', 'сказать', 'набоков', 'после', 'недолгий', 'пауза', 'включить', 'один', 'светильник', 'это', 'это', 'и', 'он', 'зажечь', 'лампочка', 'в', 'друг', 'угол', 'это', 'моцарт', 'это', 'набоков', 'включить', 'настольный', 'лампа', 'это', 'а', 'вот', 'это', 'при', 'этот', 'слово', 'набоков', 'обосрало', 'весь', 'аудитория', 'так', 'что', 'помещение', 'залить', 'коричневый', 'свет', 'это', 'собственный', 'сочинение']",jumoreski
"['сын', 'спрашивать', 'у', 'отец', 'что', 'такой', 'реально', 'и', 'что', 'такой', 'гипотетически', 'сынок', 'как', 'бы', 'ты', 'обьяснить', 'давать', 'хороший', 'разобрать', 'на', 'пример', 'хорошо', 'идти', 'к', 'мама', 'и', 'спросить', 'переспать', 'бы', 'она', 'с', 'кемнибыть', 'за', '1000', 'бакс', 'мальчик', 'возвращаться', 'говорить', 'что', 'переспать', 'бы', 'вот', 'а', 'теперь', 'спросить', 'это', 'у', 'сестра', 'она', 'то', 'же', 'согласный', 'а', 'теперь', 'у', 'дед', 'спросить', 'переспать', 'ли', 'он', 'с', 'кемнибыть', 'за', '1000', 'бакс', 'дед', 'тоже', 'согласный', 'ну', 'и', 'говорить', 'отец', 'доставать', 'из', 'заначка', '1000', 'доллар', 'и', 'идти', 'к', 'дед', 'в', 'комната']",jumoreski
"['телега', 'httpstmemyfavoritejumoreski', 'httpstmemyfavoritejumoreski', 'httpstmemyfavoritejumoreski']",jumoreski
"['в', 'сказать', 'а', 'у', 'вы', 'есть', 'накачать', 'мужчина', 'конечно', 'а', 'накачать', 'и', 'красивый', 'всё', 'такой', 'а', 'накачать', 'красивый', 'и', 'стильный', 'есть', 'а', 'вот', 'из', 'этот', 'накачать', 'красивый', 'и', 'стильный', 'есть', 'такой', 'который', 'долго', 'не', 'кончать', 'есть', 'а', 'есть', 'тaкиe', 'чтoб', 'долго', 'долго', 'долго', 'не', 'кончать', 'ecть', 'тaкий', 'да', 'давать', 'полчаса', 'спустя', 'звонок', 'в', 'дверь', 'она', 'открывать', 'а', 'там', 'стоить', 'накачать', 'красивый', 'молодой', 'весь', 'от', 'и', 'даже', 'носка', 'и', 'так', 'далее', 'заходить', 'в', 'спальня', 'она', 'ложиться', 'на', 'кровать', 'а', 'он', 'в', 'это', 'время', 'цветок', 'и', 'начинать', 'всё', 'на', 'себя', 'рвать', 'костюм', 'в', 'рубашка', 'на', 'тряпка', 'всё', 'рвать', 'на', 'себя', 'орать', 'начинать', 'бегать', 'круг', 'в', 'всё', 'сторона', 'грызть', 'нога', 'а', 'в', 'конец', 'жидко', 'пукать', 'и', 'падать', 'на', 'пол']",jumoreski
"['мужик', 'поймать', 'золотой', 'рыбка', 'ну', 'и', 'загадывать', 'желание', 'чтобы', 'всё', 'время', 'хуй', 'расти', 'короче', 'жить', 'не', 'жизнь', 'бить', 'ключ', 'от', 'баба', 'отбой', 'нет', 'раз', 'в', 'год', 'делать', 'пластический', 'операция', 'прожить', 'он', 'свой', 'и', 'умереть', 'родственник', 'поплакать', 'похоронить', 'через', 'год', 'из', 'могила', 'вылазить', 'хуй', 'ну', 'неудобно', 'както', 'срам', 'из', 'земля', 'торчать', 'подрезать', 'а', 'он', 'через', 'время', 'опять', 'в', 'общий', 'родственник', 'подрезать', 'и', 'чувак', 'хуй', 'вниз', 'проходить', 'пять', 'год', 'на', 'асфальт', 'и', 'оттуда', 'вылазить', 'правильно', 'хуй', 'он', 'а', 'он', 'опять', 'расти', 'в', 'шок', 'объявлять', 'тендер', 'на', 'от', 'напасть', 'тендер', 'выиграть', 'твой', 'мама', 'который', 'сидеть', 'на', 'тот', 'место', 'уже', 'пятый', 'год', 'и', 'пока', 'что', 'даже', 'ничего', 'не', 'почувствовать']",jumoreski
"['прийти', 'както', 'духёкай', 'сиримэ', 'на', 'и', 'ослепнуть']",jumoreski
"['марафон', 'любить', 'пиздец']",jumoreski
"['мама', 'писать', 'письмо', 'сын', 'в', 'тюрьма', 'сынок', 'с', 'тот', 'пора', 'как', 'ты', 'посадить', 'я', 'всё', 'тяжёлый', 'справляться', 'по', 'хозяйство', 'вот', 'сейчас', 'надо', 'огород', 'и', 'картошка', 'посадить', 'а', 'помочь', 'некого', 'сын', 'мама', 'вы', 'огород', 'не', 'трогать', 'а', 'то', 'такой', 'что', 'и', 'вы', 'посадить', 'и', 'я', 'срок', 'добавить', 'мама', 'сынок', 'после', 'твой', 'последний', 'письмо', 'приходить', 'милиционер', 'и', 'ударить', 'я', 'по', 'башка', 'они', 'уже', 'слышать', 'этот', 'анекдот']",jumoreski
"['крокодил', 'ген', 'и', 'чебурашка', 'купить', 'трава', 'и', 'прислать', 'домой', 'ген', 'говорить', 'чувак', 'я', 'пойти', 'душа', 'принять', 'ты', 'смотреть', 'ничего', 'не', 'скурить', 'пока', 'я', 'нет', 'около', 'около', 'ген', 'уйти', 'мыться', 'чебурашка', 'подумать', 'подумать', 'да', 'и', 'скурить', 'весь', 'трава', 'сидеть', 'вдруг', 'ген', 'кричать', 'принести', 'полотенце', 'чебурашка', 'идти', 'брать', 'полотенце', 'и', 'думать', 'а', 'что', 'я', 'он', 'сказать', 'когда', 'отдать', 'полотенце', 'сказать', 'вот', 'полотенце', 'глупо', 'сказать', 'крокодил', 'ген', 'вот', 'твой', 'полотенце', 'долго', 'ген', 'на', 'идеально', 'идти', 'к', 'душа', 'и', 'про', 'себя', 'повторять', 'ген', 'ген', 'на', 'заходить', 'в', 'душа', 'и', 'такой', 'вот', 'ваш', 'хуй']",jumoreski
"['гаишник', 'видеть', 'что', 'при', 'скорость', '60', 'кмчас', 'один', 'из', 'машина', 'ехать', 'на', 'скорость', '20', 'кмчас', 'заинтересоваться', 'остановить', 'в', 'салон', '4', 'бабулька', 'год', 'под', '80', 'один', 'из', 'они', 'за', 'руль', 'а', 'ещё', 'трое', 'с', 'испуганный', 'лицо', 'сидеть', 'сзади', 'бабуля', 'за', 'руль', 'в', 'чем', 'дело', 'сынок', 'еда', 'строго', 'по', 'скорость', 'там', 'знак', '20', 'гаишник', 'это', 'знак', 'не', 'скорость', 'а', 'номер', 'трасса', 'а', 'почему', 'остальной', 'такой', 'испуганный', 'мы', 'только', 'что', 'свернуть', 'с', 'трасса', 'номер', '300', '000', '000', 'бабка', 'не', 'врать', 'никто', 'не', 'мочь', 'большой', 'скорость', 'свет', 'этот', 'два', 'контузить', 'тоже', 'так', 'думать']",jumoreski
"['в', 'время', 'один', 'из', 'лекция', 'по', 'музыка', 'который', 'набоков', 'читать', 'в', 'корнелльский', 'университет', 'владимир', 'владимирович', 'выключить', 'весь', 'свет', 'и', 'закрыть', 'ставень', 'в', 'аудитория', 'стать', 'совсем', 'темно', 'это', 'сказать', 'набоков', 'после', 'недолгий', 'пауза', 'включить', 'один', 'светильник', 'это', 'это', 'и', 'он', 'зажечь', 'лампочка', 'в', 'друг', 'угол', 'это', 'моцарт', 'это', 'набоков', 'включить', 'настольный', 'лампа', 'это', 'а', 'вот', 'это', 'при', 'этот', 'слово', 'набоков', 'обосрало', 'весь', 'аудитория', 'так', 'что', 'помещение', 'залить', 'коричневый', 'свет', 'это', 'собственный', 'сочинение']",jumoreski
"['сын', 'спрашивать', 'у', 'отец', 'что', 'такой', 'реально', 'и', 'что', 'такой', 'гипотетически', 'сынок', 'как', 'бы', 'ты', 'обьяснить', 'давать', 'хороший', 'разобрать', 'на', 'пример', 'хорошо', 'идти', 'к', 'мама', 'и', 'спросить', 'переспать', 'бы', 'она', 'с', 'кемнибыть', 'за', '1000', 'бакс', 'мальчик', 'возвращаться', 'говорить', 'что', 'переспать', 'бы', 'вот', 'а', 'теперь', 'спросить', 'это', 'у', 'сестра', 'она', 'то', 'же', 'согласный', 'а', 'теперь', 'у', 'дед', 'спросить', 'переспать', 'ли', 'он', 'с', 'кемнибыть', 'за', '1000', 'бакс', 'дед', 'тоже', 'согласный', 'ну', 'и', 'говорить', 'отец', 'доставать', 'из', 'заначка', '1000', 'доллар', 'и', 'идти', 'к', 'дед', 'в', 'комната']",jumoreski
"['телега', 'httpstmemyfavoritejumoreski', 'httpstmemyfavoritejumoreski', 'httpstmemyfavoritejumoreski']",jumoreski
"['в', 'сказать', 'а', 'у', 'вы', 'есть', 'накачать', 'мужчина', 'конечно', 'а', 'накачать', 'и', 'красивый', 'всё', 'такой', 'а', 'накачать', 'красивый', 'и', 'стильный', 'есть', 'а', 'вот', 'из', 'этот', 'накачать', 'красивый', 'и', 'стильный', 'есть', 'такой', 'который', 'долго', 'не', 'кончать', 'есть', 'а', 'есть', 'тaкиe', 'чтoб', 'долго', 'долго', 'долго', 'не', 'кончать', 'ecть', 'тaкий', 'да', 'давать', 'полчаса', 'спустя', 'звонок', 'в', 'дверь', 'она', 'открывать', 'а', 'там', 'стоить', 'накачать', 'красивый', 'молодой', 'весь', 'от', 'и', 'даже', 'носка', 'и', 'так', 'далее', 'заходить', 'в', 'спальня', 'она', 'ложиться', 'на', 'кровать', 'а', 'он', 'в', 'это', 'время', 'цветок', 'и', 'начинать', 'всё', 'на', 'себя', 'рвать', 'костюм', 'в', 'рубашка', 'на', 'тряпка', 'всё', 'рвать', 'на', 'себя', 'орать', 'начинать', 'бегать', 'круг', 'в', 'всё', 'сторона', 'грызть', 'нога', 'а', 'в', 'конец', 'жидко', 'пукать', 'и', 'падать', 'на', 'пол']",jumoreski
"['мужик', 'поймать', 'золотой', 'рыбка', 'ну', 'и', 'загадывать', 'желание', 'чтобы', 'всё', 'время', 'хуй', 'расти', 'короче', 'жить', 'не', 'жизнь', 'бить', 'ключ', 'от', 'баба', 'отбой', 'нет', 'раз', 'в', 'год', 'делать', 'пластический', 'операция', 'прожить', 'он', 'свой', 'и', 'умереть', 'родственник', 'поплакать', 'похоронить', 'через', 'год', 'из', 'могила', 'вылазить', 'хуй', 'ну', 'неудобно', 'както', 'срам', 'из', 'земля', 'торчать', 'подрезать', 'а', 'он', 'через', 'время', 'опять', 'в', 'общий', 'родственник', 'подрезать', 'и', 'чувак', 'хуй', 'вниз', 'проходить', 'пять', 'год', 'на', 'асфальт', 'и', 'оттуда', 'вылазить', 'правильно', 'хуй', 'он', 'а', 'он', 'опять', 'расти', 'в', 'шок', 'объявлять', 'тендер', 'на', 'от', 'напасть', 'тендер', 'выиграть', 'твой', 'мама', 'который', 'сидеть', 'на', 'тот', 'место', 'уже', 'пятый', 'год', 'и', 'пока', 'что', 'даже', 'ничего', 'не', 'почувствовать']",jumoreski
"['прийти', 'както', 'духёкай', 'сиримэ', 'на', 'и', 'ослепнуть']",jumoreski
"['марафон', 'любить', 'пиздец']",jumoreski
"['мама', 'писать', 'письмо', 'сын', 'в', 'тюрьма', 'сынок', 'с', 'тот', 'пора', 'как', 'ты', 'посадить', 'я', 'всё', 'тяжёлый', 'справляться', 'по', 'хозяйство', 'вот', 'сейчас', 'надо', 'огород', 'и', 'картошка', 'посадить', 'а', 'помочь', 'некого', 'сын', 'мама', 'вы', 'огород', 'не', 'трогать', 'а', 'то', 'такой', 'что', 'и', 'вы', 'посадить', 'и', 'я', 'срок', 'добавить', 'мама', 'сынок', 'после', 'твой', 'последний', 'письмо', 'приходить', 'милиционер', 'и', 'ударить', 'я', 'по', 'башка', 'они', 'уже', 'слышать', 'этот', 'анекдот']",jumoreski
"['крокодил', 'ген', 'и', 'чебурашка', 'купить', 'трава', 'и', 'прислать', 'домой', 'ген', 'говорить', 'чувак', 'я', 'пойти', 'душа', 'принять', 'ты', 'смотреть', 'ничего', 'не', 'скурить', 'пока', 'я', 'нет', 'около', 'около', 'ген', 'уйти', 'мыться', 'чебурашка', 'подумать', 'подумать', 'да', 'и', 'скурить', 'весь', 'трава', 'сидеть', 'вдруг', 'ген', 'кричать', 'принести', 'полотенце', 'чебурашка', 'идти', 'брать', 'полотенце', 'и', 'думать', 'а', 'что', 'я', 'он', 'сказать', 'когда', 'отдать', 'полотенце', 'сказать', 'вот', 'полотенце', 'глупо', 'сказать', 'крокодил', 'ген', 'вот', 'твой', 'полотенце', 'долго', 'ген', 'на', 'идеально', 'идти', 'к', 'душа', 'и', 'про', 'себя', 'повторять', 'ген', 'ген', 'на', 'заходить', 'в', 'душа', 'и', 'такой', 'вот', 'ваш', 'хуй']",jumoreski
"['гаишник', 'видеть', 'что', 'при', 'скорость', '60', 'кмчас', 'один', 'из', 'машина', 'ехать', 'на', 'скорость', '20', 'кмчас', 'заинтересоваться', 'остановить', 'в', 'салон', '4', 'бабулька', 'год', 'под', '80', 'один', 'из', 'они', 'за', 'руль', 'а', 'ещё', 'трое', 'с', 'испуганный', 'лицо', 'сидеть', 'сзади', 'бабуля', 'за', 'руль', 'в', 'чем', 'дело', 'сынок', 'еда', 'строго', 'по', 'скорость', 'там', 'знак', '20', 'гаишник', 'это', 'знак', 'не', 'скорость', 'а', 'номер', 'трасса', 'а', 'почему', 'остальной', 'такой', 'испуганный', 'мы', 'только', 'что', 'свернуть', 'с', 'трасса', 'номер', '300', '000', '000', 'бабка', 'не', 'врать', 'никто', 'не', 'мочь', 'большой', 'скорость', 'свет', 'этот', 'два', 'контузить', 'тоже', 'так', 'думать']",jumoreski
['блядь'],jumoreski
"['поспорить', 'американец', 'и', 'русский', 'чей', 'комната', 'страх', 'страшный', 'зайти', 'значит', 'американец', 'к', 'мы', 'баба', 'яга', 'всякий', '–', 'в', 'общий', 'ничего', 'интересный', 'заходить', 'теперь', 'русский', 'в', 'комната', 'американец', 'видеть', 'тёмный', 'коридор', 'а', 'в', 'сам', 'конец', 'мужик', 'в', 'маска', 'петух', 'на', 'сидеть', 'в', 'рука', 'держать', 'гореть', 'свечка', 'do', 'you', 'like', 'мужик', 'молчать', 'петух', 'молча', 'тушить']",jumoreski
"['в', 'время', 'один', 'из', 'лекция', 'по', 'русский', 'литература', 'который', 'набоков', 'читать', 'в', 'корнелльский', 'университет', 'владимир', 'владимирович', 'выключить', 'весь', 'свет', 'и', 'закрыть', 'ставень', 'в', 'аудитория', 'стать', 'совсем', 'темно', 'это', 'сказать', 'набоков', 'после', 'недолгий', 'пауза', 'включить', 'один', 'светильник', 'это', 'пушкин', 'это', 'и', 'он', 'зажечь', 'лампочка', 'в', 'друг', 'угол', 'это', 'гоголь', 'это', 'набоков', 'включить', 'настольный', 'лампа', 'это', 'чехов', 'а', 'вот', 'это', 'при', 'этот', 'слово', 'набоков', 'открыть', 'настежь', 'всё', 'окно', 'так', 'что', 'помещение', 'залить', 'фиолетовый', 'свет', 'это']",jumoreski
"['мужик', 'мучиться', 'с', 'похмелие', 'смотреть', 'стоить', 'аквариум', 'с', 'золотой', 'рыбка', 'начать', 'он', 'пить', 'из', 'он', 'а', 'рыбка', 'говорить', 'человеческий', 'голос', 'не', 'пить', 'из', 'мой', 'аквариум', 'три', 'желание', 'выполнить', 'твой', 'мужик', 'подумать', 'и', 'говорить', 'хотеть', 'больший', 'квадратный', 'голова', 'как', 'телевизор', 'мужик', 'ты', 'ебануть', 'хотеть', 'и', 'стать', 'у', 'он', 'больший', 'квадратный', 'голова', 'как', 'телевизор', 'хотеть', 'длинный', 'чёрный', 'клюв', 'как', 'у', 'ты', 'точно', 'ебануть', 'хотеть', 'и', 'стать', 'у', 'он', 'длинный', 'чёрный', 'клюв', 'как', 'у', 'и', 'говорить', 'он', 'рыбка', 'остаться', 'ещё', 'один', 'желание', 'не', 'поздно', 'всё', 'хотеть', 'чтобы', 'я', 'взять', 'работать', 'над', 'обновление', 'вк', 'у', 'я', 'ещё', 'столько', 'идея', 'крутой']",jumoreski
"['повезти', 'что', 'не', 'родиться', 'в', 'италия', 'иначе', 'он', 'быть', 'бы', 'ещё', 'и', 'немой']",jumoreski
"['белорусский', 'археолог', 'картошка']",jumoreski
"['что', 'сейчас', 'казаться', 'обычный', 'а', '200', 'год', 'назад', 'быть', 'в', 'написать', 'в', 'телега']",jumoreski
"['один', 'парень', 'заколдовать', 'колдунья', 'он', 'мочь', 'говорить', 'только', 'четыре', 'слово', 'в']",jumoreski
"['поручик', 'а', 'деньга', 'ну', 'что', 'вы', 'гусар', 'деньга', 'не']",jumoreski
"['зона', 'иванов', 'я', 'сидоров', 'здесь', 'козлов', 'тишина', 'смотреть', 'на', 'а', 'козлов', 'на', 'место', 'стоить', 'молчать', 'только', 'козлов', 'что', 'ли', 'начальник', 'я', 'стать', 'анимешник', 'так', 'что', 'с', 'сегодняшний', 'день', 'называть', 'я', 'ладный', 'черта', 'с', 'ты', 'далёкий', 'петров', 'тут', 'петух', 'снова', 'тишина', 'начальник', 'смотреть', 'петух', 'тоже', 'в', 'строй', 'стоить', 'ну', 'а', 'ты', 'хер', 'ли', 'молчать', 'а', 'я', 'тоже', 'анимешник', 'так', 'что', 'называть', 'я', 'учих', 'мадар', 'да', 'черта', 'бы', 'вы', 'ладный', 'далёкий', 'на', 'следующий', 'утро', 'снова', 'всё', 'стоять', 'в', 'строй', 'выходить', 'начальник', 'начинать', 'иванов', 'я', 'сидоров', 'здесь', 'я', 'петров', 'тут', 'учих', 'мадар', 'снова', 'тишина', 'начальник', 'смотреть', 'в', 'строй', 'стоить', 'что', 'же', 'ты', 'молчать', 'я', 'же', 'сказать', 'учих', 'мадар', 'начальник', 'это', 'я', 'вчера', 'быть', 'учих', 'мадар', 'а', 'теперь', 'я']",jumoreski
"['парень', 'с', 'девушка', 'заниматься', 'секс', 'в', 'поза', '69', 'парень', 'спрашивать', 'милый', 'ты', 'слышать', 'анекдот', 'купить', 'мужик', 'шляпа', 'а', 'она', 'он', 'как', 'раз', 'нет', 'дорога', 'а', 'про', 'грузин', 'и', 'свечка', 'нет', 'дорога', 'а', 'про', 'быстрый', 'дорога', 'ты', 'у', 'я', 'такой', 'забавный', 'и', 'знать', 'так', 'много', 'шутка', 'сказать', 'девушка', 'оторваться', 'от', 'свой', 'занятие', 'да', 'нет', 'просто', 'у', 'ты', 'из', 'жопа', 'кусок', 'весёлый', 'туалетный', 'бумага', 'торчать']",jumoreski
"['ёжик', 'идти', 'по', 'лес', 'а', 'навстречу', 'он', 'три', 'богатырь', 'ёжик', 'здравствуй', 'илья', 'муромец', 'илья', 'муромец', 'здравствуй', 'ёжик', 'ёжик', 'здравствуй', 'лошадь', 'илья', 'муромец', 'лошадь', 'здравствуй', 'ёжик', 'ёжик', 'здравствуй', 'добрыня', 'никитович', 'добрыня', 'никитович', 'здравствуй', 'ёжик', 'ёжик', 'здравствуй', 'лошадь', 'добрыня', 'никитович', 'лошадь', 'здравствуй', 'ёжик', 'ёжик', 'здравствуй', 'лошадь', 'алеш', 'попович', 'лошадь', 'здравствуй', 'ёжик', 'алёша', 'попович', 'а', 'почему', 'с', 'я', 'не', 'поздороваться', 'ёжик', 'ёжик', 'ой', 'алексей', 'алексей', 'извинить']",jumoreski
"['человек', 'мочь', 'выдержать', 'до', '45', 'измерение', 'в', 'глаз', 'но', 'если', 'зайти', 'после', 'батя', 'в', 'туалет', 'то', 'можно', 'испытать', 'равный', 'это', 'как', '20', 'одновременно', 'ценить', 'свой', 'бать']",jumoreski
"['стоять', 'между', 'рай', 'и', 'ад', 'американец', 'индус', 'и', 'русский', 'черта', 'на', 'проходная', 'говорить', 'ну', 'ладный', 'парень', 'у', 'я', 'сегодня', 'хороший', 'настроение', 'кто', 'выдержать', '3', 'удар', 'мой', 'легендарный', 'тот', 'сразу', 'в', 'рай', 'пустить', 'мочь', 'защищаться', 'чем', 'хотеть', 'американец', 'ты', 'первый', 'чем', 'защищаться', 'быть', 'американец', 'камень', '1ый', 'удар', 'камень', '2ой', 'удар', 'американец', 'не', 'выдержать', 'и', 'отправиться', 'в', 'ад', 'индус', 'твой', 'очередь', 'чем', 'защищаться', 'быть', 'индус', 'я', 'я', 'ничего', 'не', 'больно', 'ничто', 'не', 'быть', 'защищаться', '1ый', 'удар', 'индус', 'аааа', 'как', 'же', 'больно', 'черта', 'ну', 'всё', 'индус', 'ты', 'не', 'выдержать', 'идти', 'в', 'ад', 'русский', 'как', 'защищаться', 'быть', 'от', 'мой', 'легендарный', 'русский', 'простой', 'способ', 'надо', 'весь', 'лишь', 'взять', 'советский', 'продолжение', 'в', 'источник']",jumoreski
"['рассказывать', 'что', 'в', 'время', 'один', 'из', 'лекция', 'по', 'русский', 'литература', 'который', 'набоков', 'читать', 'в', 'университет', 'владимир', 'владимирович', 'выключить', 'весь', 'свет', 'и', 'закрыть', 'ставень', 'в', 'аудитория', 'стать', 'совсем', 'темно', 'это', 'сказать', 'набоков', 'включить', 'один', 'светильник', 'это', 'штирлиц', 'это', 'и', 'он', 'зажечь', 'лампочка', 'в', 'друг', 'угол', 'это', 'армянин', 'с', 'нард', 'это', 'набоков', 'включить', 'настольный', 'лампа', 'это', 'поручик', 'ржевский', 'это', 'набоков', 'зажечь', 'свеча', 'в', 'это', 'грузин', 'а', 'вот', 'это', 'при', 'этот', 'слово', 'набоков', 'открывать', 'настежь', 'всё', 'окно', 'так', 'что', 'помещение', 'заливать', 'свет', 'это', 'купить', 'мужик', 'шляпа']",jumoreski
"['древний', 'человек', 'однажды', 'научиться', 'считать', 'возвращаться', 'он', 'в', 'свой', 'племя', 'и', 'говорить', 'брат', 'не', 'поверить', 'что', 'я', 'научиться', 'знать', 'ли', 'вы', 'как', 'надо', 'считать', 'самый', 'умный', 'да', 'выдать', 'конечно', 'знать', 'это', 'весь', 'известно', 'я', 'вот', 'ты', 'например', 'говно', 'считать']",jumoreski
"['армянин', 'в', 'нард', 'играть']",jumoreski
"['сталин', 'всегда', 'зуб', 'перед', 'еда', 'еда', 'смотреть', 'с', 'ужас', 'и', 'о']",jumoreski
